# Chromatin Architecture Emerges during Zygotic Genome Activation Independent of Transcription
# Clemens B Hug, Alexis G Grimaldi, Kai Kruse, Juan M Vaquerizas
# http://dx.doi.org/10.1016/j.cell.2017.03.024
#
# List of consensus boundary calls for Drosophila melanogaster embryos at nuclear cycle 12, 13, 14 and at 3-4hpf
# NA denotes boundaries not called or called with a score <0.5 at this stage
#
chrom	start	end	c12	c13	c14	3-4h
3R	23880000	23890000	0.627199898578	0.733094274137	0.921909470752	0.982558357804
3R	24050000	24060000	NA	NA	0.815675919709	0.88208361688
3R	24290000	24300000	NA	0.811650655959	1.82047994201	2.24061702227
3R	24560000	24570000	NA	0.686029403122	1.28538852938	2.24532521689
3R	24835000	24845000	NA	NA	0.809792921074	1.61929462298
3R	25050000	25060000	NA	0.77358104664	1.55289492533	2.05260815159
3R	25220000	25230000	0.551163911186	0.889690071741	1.52275227381	1.82349514184
3R	25475000	25485000	NA	NA	0.659411388839	1.40693457527
3R	25635000	25645000	0.669267063358	1.36768543454	1.97602274078	2.21970612374
3R	25870000	25880000	NA	NA	0.550027739031	NA
3R	26020000	26030000	0.56768559177	0.754920593773	1.16975560174	1.7969581224
3R	26520000	26530000	NA	NA	NA	0.799128982406
3R	26730000	26740000	NA	NA	0.660688905551	NA
3R	26870000	26880000	NA	0.905278034258	1.42117301888	2.112769015
3R	27115000	27125000	NA	NA	0.872469234076	1.35018222556
3R	27260000	27270000	0.87494047423	1.51509198814	2.31312090803	2.83184580642
3R	27550000	27560000	NA	0.518428338355	0.812763967332	1.36316301031
3R	27660000	27670000	NA	NA	NA	0.689492146656
3R	27930000	27940000	0.828646775716	1.43516377914	1.91151033922	2.12558071687
3R	28320000	28330000	0.562639102796	0.956968871416	1.40214668604	1.48253592332
3R	28590000	28600000	NA	0.857606181847	1.66588028126	2.41238528278
3R	28840000	28850000	0.825015606082	1.40531811036	2.19268951946	2.32163984972
3R	29060000	29070000	NA	0.830235379712	1.48772158614	1.85761965928
3R	29295000	29305000	NA	NA	0.917271334661	1.05604746202
3R	29480000	29490000	NA	0.667886697556	1.21535443582	2.20623833362
3R	29740000	29750000	NA	NA	NA	0.859924250287
3R	29820000	29830000	NA	0.574806247913	0.846618566514	1.04617932461
3R	30025000	30035000	0.85305006843	1.75396378853	2.61792834937	3.17472399162
3R	30220000	30230000	NA	NA	0.680197100184	1.25006064027
3R	30450000	30460000	NA	0.587255786016	0.84153274725	1.46998816208
3R	30565000	30575000	NA	NA	0.639936728821	0.61430136234
3R	30805000	30815000	0.705797571449	0.833457730642	1.35469666437	1.53197255001
3R	30900000	30910000	NA	NA	NA	1.1326687762
3R	31200000	31210000	1.37792836454	1.68247314742	2.17458529624	2.17779659402
3R	31420000	31430000	0.522096734214	0.575321681665	0.810107459529	1.60226327654
3R	31590000	31600000	NA	0.723905045926	1.25688351705	1.74983209588
3R	31755000	31765000	0.567285314891	0.63764338394	1.18676926449	1.27649323425
3R	31940000	31950000	NA	NA	NA	0.807659083689
4	440000	450000	NA	NA	NA	1.1991622061
4	670000	680000	NA	NA	NA	1.09776120941
4	825000	835000	NA	NA	0.62275411287	1.22837909611
4	980000	990000	NA	NA	NA	0.835183891695
X	380000	390000	NA	NA	NA	0.83248612566
X	490000	500000	NA	NA	0.916808763817	1.33222773003
X	620000	630000	0.532233742274	0.786481189895	1.22941233981	1.57756202228
X	770000	780000	NA	NA	0.976231421306	2.05043468527
X	1040000	1050000	NA	NA	NA	1.04384065159
X	1220000	1230000	NA	NA	NA	0.538117306129
X	1480000	1490000	NA	0.767956673126	1.34950322591	1.37806686702
X	1660000	1670000	NA	NA	0.680022461238	0.931148404049
X	1870000	1880000	0.832169556037	1.25556057944	1.52441549856	2.19652631045
X	2110000	2120000	NA	0.70977320785	0.961199938944	1.17346877139
X	2265000	2275000	NA	NA	0.559909978459	0.920025576326
X	2425000	2435000	0.693681580508	1.02069670477	1.36240253897	1.62802320431
X	2610000	2620000	NA	0.998062035387	1.56323038928	2.10203541365
X	2720000	2730000	0.562899111176	0.632650171217	NA	0.960234400057
X	2930000	2940000	NA	0.501122757038	0.915538475473	1.57636205031
X	3135000	3145000	0.812795982732	1.14596797372	1.91834598523	2.3027843552
X	3330000	3340000	NA	0.830431058749	1.30153810413	1.45956860564
X	3470000	3480000	NA	NA	0.844553787713	1.34682336107
X	3850000	3860000	0.629938374309	1.18973864509	1.7205243124	1.64213735129
X	4110000	4120000	0.786291046588	1.00543923651	1.37720140422	1.96526779854
X	4350000	4360000	NA	0.706970313413	1.2361569532	1.83472529886
X	4530000	4540000	NA	0.629956335196	1.23882848848	1.96182266931
X	4675000	4685000	0.921196494595	1.57058970304	2.57225593665	3.49075237573
X	4910000	4920000	0.684800004569	1.04326759534	1.87551003899	2.32989843072
X	5090000	5100000	NA	0.561699378266	1.301339303	1.99230579661
X	5310000	5320000	0.502609712413	0.812969092051	1.35570022735	1.33237932985
X	5495000	5505000	NA	NA	1.188883558	1.89761388118
X	5660000	5670000	0.545867378366	1.14651563589	1.84018079061	2.3787820069
X	5890000	5900000	NA	0.956705765255	1.72215204157	2.11902839428
X	6080000	6090000	NA	NA	0.827219904555	1.16896452933
X	6260000	6270000	NA	1.24949309245	0.918278039268	2.52442478826
X	6550000	6560000	NA	0.647355364225	NA	NA
X	6680000	6690000	NA	NA	NA	1.03163338661
X	6830000	6840000	0.550620483856	0.901858284463	1.64808587014	1.70441821061
X	7000000	7010000	NA	NA	NA	1.16175374765
X	7070000	7080000	0.975424025734	1.35428189238	1.68784529175	1.5549450148
X	7300000	7310000	0.913625828373	1.43550114732	2.219619374	3.14164280337
X	7515000	7525000	NA	NA	0.63115668957	0.594186210311
X	7700000	7710000	NA	0.713529101404	1.25661291941	1.97801628011
X	7900000	7910000	0.764279172435	1.09197058434	1.57000475082	2.53887428273
X	8070000	8080000	NA	NA	0.886017305557	0.734673003459
X	8220000	8230000	NA	0.710688642715	2.07296160373	1.66179134178
X	8400000	8410000	NA	1.21290443099	2.34569832663	2.35806926339
X	8560000	8570000	NA	NA	NA	1.24163118485
X	8590000	8600000	0.674074300858	0.889827130441	0.649117819068	NA
X	8670000	8680000	NA	NA	0.893423537482	1.67966895037
X	8875000	8885000	0.885455640396	1.04912495375	1.60427340398	2.30813792553
X	9115000	9125000	0.701742405628	1.09647400564	1.72790515574	2.1959454312
X	9270000	9280000	NA	NA	0.78196579869	0.986888451459
X	9660000	9670000	0.550051077713	0.940392529049	1.53863850361	2.21950276184
X	9780000	9790000	NA	NA	NA	1.4423999113
X	10070000	10080000	NA	0.731431964183	1.50733068576	1.40142533737
X	10355000	10365000	NA	NA	0.626306775464	1.35422161219
X	10450000	10460000	0.7746967913	0.619457731881	0.823313638852	NA
X	10805000	10815000	0.64777006766	1.06557501202	1.86223058555	2.66663895754
X	11130000	11140000	0.97385339243	1.65176679451	2.30706351275	2.78911383997
X	11330000	11340000	1.12489384009	1.54471590448	2.33051986078	2.68281283086
X	11580000	11590000	NA	NA	NA	0.921860658531
X	11850000	11860000	NA	NA	NA	1.25646538385
X	12005000	12015000	0.690150057196	1.01904463801	1.80210806901	1.84899359955
X	12230000	12240000	NA	NA	1.39666613852	1.73522088103
X	12450000	12460000	NA	NA	0.559893844089	NA
X	12590000	12600000	0.667181529243	0.967485787704	1.43327563951	1.98608764777
X	12745000	12755000	NA	NA	1.07992422395	1.36766765352
X	12900000	12910000	NA	NA	0.655574487214	0.517074310356
X	13100000	13110000	NA	0.779255091986	1.26030845842	1.66153095226
X	13260000	13270000	NA	0.69270906439	0.652012807523	0.710005773325
X	13380000	13390000	NA	0.67520793264	1.3540875655	1.52811033001
X	13600000	13610000	0.623285266443	0.869230613328	1.51262808675	1.85369617318
X	13760000	13770000	NA	0.731804277479	1.11044492432	1.57242402856
X	13980000	13990000	NA	NA	NA	0.545417251811
X	14225000	14235000	1.13523898012	1.82915741866	2.5348221171	2.44085597066
X	14590000	14600000	NA	0.566150470339	1.10716348382	1.39452489234
X	14835000	14845000	NA	NA	0.744382981326	0.940887040592
X	15100000	15110000	NA	0.576420387763	0.998165024352	1.06453074469
X	15295000	15305000	0.750618067865	0.971814099109	1.42323019875	1.91720840593
X	15460000	15470000	NA	NA	NA	1.16554130079
X	15580000	15590000	NA	0.675526363017	0.935890152348	0.83123858414
X	15695000	15705000	0.730540811932	0.87092156274	1.39240469508	1.71313912635
X	15860000	15870000	NA	NA	NA	1.1355276223
X	16070000	16080000	NA	NA	0.619634833585	1.01563168548
X	16270000	16280000	0.868053637946	1.3056870362	1.55263753709	2.36109823768
X	16410000	16420000	NA	0.566194857147	1.05674747513	1.46502419766
X	16620000	16630000	NA	1.08690610398	1.80876597796	2.3000324478
X	16780000	16790000	NA	NA	1.16363271928	1.7643508475
X	16935000	16945000	0.72666841574	0.58672241193	NA	NA
X	17140000	17150000	NA	1.02483087251	1.74326996817	2.20872671947
X	17270000	17280000	NA	NA	NA	1.12935310228
X	17425000	17435000	NA	NA	0.557402520421	1.29139942013
X	17670000	17680000	0.538804861975	0.890528462233	1.50699695452	1.9042943415
X	17850000	17860000	NA	0.945092113057	1.44959424	2.00232108553
X	18110000	18120000	0.581666047751	0.676965980603	0.969329381916	0.91850544186
X	18335000	18345000	0.679262726798	0.778371721012	1.18913253083	1.45835579366
X	18505000	18515000	NA	NA	0.726516247958	1.38301308117
X	18640000	18650000	NA	0.869232802986	1.33099036421	1.81570400447
X	18810000	18820000	1.08614452662	1.45113950487	2.07054212828	2.30119755556
X	19200000	19210000	NA	NA	2.14479068368	2.87538252076
X	19245000	19255000	0.632802151743	1.31095589364	NA	2.87538252076
X	19495000	19505000	0.619150842834	1.03791235308	1.60013312754	1.73886185935
X	19630000	19640000	NA	NA	NA	0.516933919958
X	19750000	19760000	NA	0.954704112576	1.05578463574	0.749930946784
X	19870000	19880000	NA	NA	NA	0.53813219335
X	20420000	20430000	0.519600069592	0.627908372925	NA	0.90756548137
X	20480000	20490000	NA	NA	1.2846552991	0.812363714883
X	20625000	20635000	NA	NA	0.624644170701	0.86918862665
X	20760000	20770000	NA	1.0508387763	1.68020047694	2.22641719332
X	21035000	21045000	0.603038248968	0.713699733906	1.0337726186	1.35789486979
X	21340000	21350000	0.756084051819	1.32433474386	2.0085203933	2.57979492198
X	22825000	22835000	NA	NA	0.962810180773	0.983029712847
X	23010000	23020000	1.64118302314	0.89054960872	1.02139865083	NA
